lambda,condition_mean,condition_max,condition_min,time
0.001,677.6924997827219,30621.59703822017,14.983332267078536,15.07613468170166
0.01,164.67129950917663,5825.362384249567,9.29678857686555,17.214404821395874
0.1,38.654466352056794,186.41439750727847,4.589334428090489,17.399577617645264
1.0,32.757764368107104,60.86487808894846,10.898424114629202,17.978615045547485
10.0,24.909913198670612,61.592129607269165,7.656022239237516,33.490012645721436
100.0,3.488237527784556,10.485913247775857,1.4001692477040544,17.56224036216736
